"","title","author","isbn","rank","weeks_on_list"
"2124","ZERO DAYS","Ruth Ware","9781982155315","6","1"
"2125","ELIGIBLE","Curtis Sittenfeld","9781400068326","19","0"
"2126","ELIGIBLE","Curtis Sittenfeld","9781400068326","18","0"
"2127","ELIGIBLE","Curtis Sittenfeld","9781400068326","9","4"
"2128","ELIGIBLE","Curtis Sittenfeld","9781400068326","16","0"
"2129","ELIGIBLE","Curtis Sittenfeld","9781400068326","16","0"
"2130","ELIGIBLE","Curtis Sittenfeld","9781400068326","12","3"
"2131","ELIGIBLE","Curtis Sittenfeld","9781400068326","6","2"
"2132","ELIGIBLE","Curtis Sittenfeld","9781400068326","16","0"
"2133","ELIGIBLE","Curtis Sittenfeld","9781400068326","5","1"
"2134","ELIGIBLE","Curtis Sittenfeld","9781400068326","8","1"
"2135","ELIGIBLE","Curtis Sittenfeld","9781400068326","9","1"
"2136","ELIGIBLE","Curtis Sittenfeld","9780812997613","19","0"
"2137","ELIGIBLE","Curtis Sittenfeld","9780812997613","18","0"
"2138","ELIGIBLE","Curtis Sittenfeld","9780812997613","9","4"
"2139","ELIGIBLE","Curtis Sittenfeld","9780812997613","16","0"
"2140","ELIGIBLE","Curtis Sittenfeld","9780812997613","16","0"
"2141","ELIGIBLE","Curtis Sittenfeld","9780812997613","12","3"
"2142","ELIGIBLE","Curtis Sittenfeld","9780812997613","6","2"
"2143","ELIGIBLE","Curtis Sittenfeld","9780812997613","16","0"
"2144","ELIGIBLE","Curtis Sittenfeld","9780812997613","5","1"
"2145","ELIGIBLE","Curtis Sittenfeld","9780812997613","8","1"
"2146","ELIGIBLE","Curtis Sittenfeld","9780812997613","9","1"
"2147","RODHAM","Curtis Sittenfeld","9780399590917","8","1"
"2148","RODHAM","Curtis Sittenfeld","9780399590917","13","1"
"2149","RODHAM","Curtis Sittenfeld","9780399590924","8","1"
"2150","RODHAM","Curtis Sittenfeld","9780399590924","13","1"
"2151","ROMANTIC COMEDY","Curtis Sittenfeld","9780399590948","12","4"
"2152","ROMANTIC COMEDY","Curtis Sittenfeld","9780399590948","11","3"
"2153","ROMANTIC COMEDY","Curtis Sittenfeld","9780399590948","8","2"
"2154","ROMANTIC COMEDY","Curtis Sittenfeld","9780399590948","3","1"
"2155","ROMANTIC COMEDY","Curtis Sittenfeld","9780399590948","7","1"
"2156","ROMANTIC COMEDY","Curtis Sittenfeld","9780399590955","12","4"
"2157","ROMANTIC COMEDY","Curtis Sittenfeld","9780399590955","11","3"
"2158","ROMANTIC COMEDY","Curtis Sittenfeld","9780399590955","8","2"
"2159","ROMANTIC COMEDY","Curtis Sittenfeld","9780399590955","3","1"
"2160","ROMANTIC COMEDY","Curtis Sittenfeld","9780399590955","7","1"
"2161","SISTERLAND","Curtis Sittenfeld","9781400068319","25","0"
"2162","SISTERLAND","Curtis Sittenfeld","9781400068319","17","1"
"2163","SISTERLAND","Curtis Sittenfeld","9780812994407","25","0"
"2164","SISTERLAND","Curtis Sittenfeld","9780812994407","17","1"
"2165","SISTERLAND","Curtis Sittenfeld","9780812980332","25","0"
"2166","SISTERLAND","Curtis Sittenfeld","9780812980332","17","1"
"2167","DEMONGLASS","Rachel Hawkins","9781423121312","10","2"
"2168","DEMONGLASS","Rachel Hawkins","9781423121312","5","1"
"2169","RECKLESS GIRLS","Rachel Hawkins","9781250274250","11","1"
"2170","THE VILLA","Rachel Hawkins","9781250280015","13","1"
"2171","THE WIFE UPSTAIRS","Rachel Hawkins","9781250245496","14","1"
"2172","THE WIFE UPSTAIRS","Rachel Hawkins","9781250245496","6","1"
"2173","THE WIFE UPSTAIRS","Rachel Hawkins","9781250245496","4","1"
"2174","THE WIFE UPSTAIRS","Rachel Hawkins","9781250245519","14","1"
"2175","THE WIFE UPSTAIRS","Rachel Hawkins","9781250245519","6","1"
"2176","THE WIFE UPSTAIRS","Rachel Hawkins","9781250245519","4","1"
"2177","THE WIFE UPSTAIRS","Rachel Hawkins","9781250245502","14","1"
"2178","THE WIFE UPSTAIRS","Rachel Hawkins","9781250245502","6","1"
"2179","THE WIFE UPSTAIRS","Rachel Hawkins","9781250245502","4","1"
